school_id,month,leads,impressions,clicks,spend,applications,enrollments,campaign_id
SCH001,2024-01-01 00:00:00,5,195,30,1172.71,1,0,CMP0036
SCH001,2024-02-01 00:00:00,13,1001,52,1386.79,4,0,CMP0037
SCH001,2024-03-01 00:00:00,4,264,28,1036.75,1,0,CMP0038
SCH001,2024-04-01 00:00:00,3,162,18,545.1,1,0,CMP0039
SCH001,2024-05-01 00:00:00,2,122,12,141.44,0,0,CMP0040
SCH001,2024-06-01 00:00:00,9,711,27,625.18,3,1,CMP0041
SCH001,2024-07-01 00:00:00,5,135,25,1007.41,1,0,CMP0042
SCH001,2024-08-01 00:00:00,6,264,42,1094.85,2,1,CMP0043
SCH001,2024-09-01 00:00:00,6,198,36,810.61,1,0,CMP0044
SCH001,2024-10-01 00:00:00,5,235,15,566.01,1,0,CMP0045
SCH001,2024-11-01 00:00:00,10,600,40,806.59,3,1,CMP0046
SCH001,2024-12-01 00:00:00,7,175,14,599.15,2,0,CMP0047
SCH001,2025-01-01 00:00:00,4,208,16,668.66,0,0,CMP0048
SCH001,2025-02-01 00:00:00,6,348,12,508.41,1,0,CMP0049
SCH001,2025-03-01 00:00:00,5,155,10,378.65,0,0,CMP0050
SCH001,2025-04-01 00:00:00,1,70,3,55.14,0,0,CMP0051
SCH001,2025-05-01 00:00:00,9,378,54,2315.63,2,0,CMP0052
SCH001,2025-06-01 00:00:00,7,448,21,270.08,2,0,CMP0053
SCH001,2025-07-01 00:00:00,5,120,30,929.14,1,0,CMP0054
SCH001,2025-08-01 00:00:00,3,150,9,197.71,0,0,CMP0055
SCH001,2025-09-01 00:00:00,6,450,18,165.65,1,0,CMP0056
SCH001,2025-10-01 00:00:00,3,129,15,204.14,0,0,CMP0057
SCH001,2025-11-01 00:00:00,5,140,30,1058.04,0,0,CMP0058
SCH001,2025-12-01 00:00:00,5,160,35,387.02,1,0,CMP0059
SCH001,2026-01-01 00:00:00,6,456,30,917.71,1,0,CMP0060
SCH001,2026-02-01 00:00:00,6,294,18,589.84,1,0,CMP0061
SCH001,2026-03-01 00:00:00,6,216,12,247.63,2,0,CMP0062
SCH001,2026-04-01 00:00:00,2,60,8,122.05,0,0,CMP0063
SCH001,2026-05-01 00:00:00,6,192,18,617.17,2,0,CMP0064
SCH001,2026-06-01 00:00:00,4,224,20,551.82,1,0,CMP0065
SCH001,2026-07-01 00:00:00,6,384,30,538.9,2,0,CMP0066
SCH002,2021-01-01 00:00:00,4,256,24,529.27,1,0,CMP0067
SCH002,2021-02-01 00:00:00,4,220,24,871.67,1,0,CMP0068
SCH002,2021-03-01 00:00:00,8,232,16,506.8,3,0,CMP0069
SCH002,2021-04-01 00:00:00,2,154,12,378.45,0,0,CMP0070
SCH002,2021-05-01 00:00:00,8,368,24,475.21,2,0,CMP0071
SCH002,2021-06-01 00:00:00,10,420,70,2026.92,2,0,CMP0072
SCH002,2021-07-01 00:00:00,11,759,44,1540.11,2,0,CMP0073
SCH002,2021-08-01 00:00:00,4,148,16,133.53,1,0,CMP0074
SCH002,2021-09-01 00:00:00,2,80,4,147.54,0,0,CMP0075
SCH002,2021-10-01 00:00:00,3,168,6,116.17,1,0,CMP0076
SCH002,2021-11-01 00:00:00,3,150,21,525.83,0,0,CMP0077
SCH002,2021-12-01 00:00:00,5,230,20,481.42,1,0,CMP0078
SCH002,2022-01-01 00:00:00,5,250,35,686.14,1,0,CMP0079
SCH002,2022-02-01 00:00:00,11,671,33,571.49,2,0,CMP0080
SCH002,2022-03-01 00:00:00,4,256,12,362.12,1,0,CMP0081
SCH002,2022-04-01 00:00:00,5,205,20,725.39,1,0,CMP0082
SCH002,2022-05-01 00:00:00,6,468,36,1114.55,2,0,CMP0083
SCH002,2022-06-01 00:00:00,8,272,24,404.87,1,0,CMP0084
SCH002,2022-07-01 00:00:00,2,46,14,182.53,0,0,CMP0085
SCH002,2022-08-01 00:00:00,4,160,20,511.47,0,0,CMP0086
SCH002,2022-09-01 00:00:00,8,184,16,349.41,1,0,CMP0087
SCH002,2022-10-01 00:00:00,4,312,20,251.71,1,0,CMP0088
SCH002,2022-11-01 00:00:00,4,196,28,895.08,1,0,CMP0089
SCH002,2022-12-01 00:00:00,4,112,24,900.83,1,0,CMP0090
SCH002,2023-01-01 00:00:00,7,406,49,611.34,2,0,CMP0091
SCH002,2023-02-01 00:00:00,5,380,15,361.55,2,0,CMP0092
SCH002,2023-03-01 00:00:00,5,275,20,187.46,1,0,CMP0093
SCH002,2023-04-01 00:00:00,5,110,20,587.57,0,0,CMP0094
SCH002,2023-05-01 00:00:00,3,66,9,249.36,1,0,CMP0095
SCH002,2023-06-01 00:00:00,5,105,20,269.84,1,0,CMP0096
SCH002,2023-07-01 00:00:00,4,236,24,919.12,1,0,CMP0097
SCH002,2023-08-01 00:00:00,7,434,35,1100.47,1,0,CMP0098
SCH002,2023-09-01 00:00:00,5,395,30,545.54,2,0,CMP0099
SCH002,2023-10-01 00:00:00,4,204,12,398.88,1,0,CMP0100
SCH002,2023-11-01 00:00:00,8,552,32,344.45,1,0,CMP0101
SCH002,2023-12-01 00:00:00,4,124,12,509.4,1,0,CMP0102
SCH002,2024-01-01 00:00:00,2,128,6,256.79,0,0,CMP0103
SCH002,2024-02-01 00:00:00,3,141,21,353.92,1,0,CMP0104
SCH002,2024-03-01 00:00:00,4,312,28,1172.43,0,0,CMP0105
SCH002,2024-04-01 00:00:00,7,357,21,524.18,2,0,CMP0106
SCH002,2024-05-01 00:00:00,2,144,12,402.34,0,0,CMP0107
SCH002,2024-06-01 00:00:00,4,184,20,277.25,1,0,CMP0108
SCH002,2024-07-01 00:00:00,8,336,32,1216.53,3,0,CMP0109
SCH002,2024-08-01 00:00:00,1,75,4,93.79,0,0,CMP0110
SCH002,2024-09-01 00:00:00,5,390,35,1265.99,1,0,CMP0111
SCH002,2024-10-01 00:00:00,1,41,4,82.05,0,0,CMP0112
SCH002,2024-11-01 00:00:00,7,420,21,468.04,1,0,CMP0113
SCH002,2024-12-01 00:00:00,3,72,18,177.34,1,0,CMP0114
SCH002,2025-01-01 00:00:00,8,536,56,1203.71,1,0,CMP0115
SCH002,2025-02-01 00:00:00,5,255,20,762.1,1,0,CMP0116
SCH002,2025-03-01 00:00:00,1,74,3,111.37,0,0,CMP0117
SCH002,2025-04-01 00:00:00,5,215,10,291.94,0,0,CMP0118
SCH002,2025-05-01 00:00:00,2,96,14,575.95,0,0,CMP0119
SCH002,2025-06-01 00:00:00,8,248,40,1148.43,2,0,CMP0120
SCH002,2025-07-01 00:00:00,4,176,24,909.55,1,0,CMP0121
SCH002,2025-08-01 00:00:00,2,102,8,206.9,0,0,CMP0122
SCH002,2025-09-01 00:00:00,10,600,70,855.36,4,1,CMP0123
SCH002,2025-10-01 00:00:00,7,329,42,1035.39,2,0,CMP0124
SCH002,2025-11-01 00:00:00,3,108,18,587.65,0,0,CMP0125
SCH002,2025-12-01 00:00:00,1,66,2,75.51,0,0,CMP0126
SCH002,2026-01-01 00:00:00,4,80,8,105.19,1,0,CMP0127
SCH002,2026-02-01 00:00:00,11,242,66,1925.84,4,2,CMP0128
SCH002,2026-03-01 00:00:00,9,522,45,1238.82,1,0,CMP0129
SCH002,2026-04-01 00:00:00,1,30,5,141.59,0,0,CMP0130
SCH002,2026-05-01 00:00:00,3,90,21,558.38,0,0,CMP0131
SCH002,2026-06-01 00:00:00,3,84,18,753.05,0,0,CMP0132
SCH002,2026-07-01 00:00:00,5,335,15,632.49,1,0,CMP0133
SCH003,2021-01-01 00:00:00,8,312,24,228.07,1,0,CMP0134
SCH003,2021-02-01 00:00:00,3,159,15,146.84,1,0,CMP0135
SCH003,2021-03-01 00:00:00,6,474,18,267.4,0,0,CMP0136
SCH003,2021-04-01 00:00:00,1,37,7,186.61,0,0,CMP0137
SCH003,2021-05-01 00:00:00,5,130,30,361.83,1,0,CMP0138
SCH003,2021-06-01 00:00:00,8,280,56,978.86,2,0,CMP0139
SCH003,2021-07-01 00:00:00,2,84,6,78.88,0,0,CMP0140
SCH003,2021-08-01 00:00:00,5,245,30,1143.16,1,0,CMP0141
SCH003,2021-09-01 00:00:00,2,96,14,142.46,0,0,CMP0142
SCH003,2021-10-01 00:00:00,3,75,9,346.05,1,0,CMP0143
SCH003,2021-11-01 00:00:00,8,616,32,1175.71,1,0,CMP0144
SCH003,2021-12-01 00:00:00,11,506,77,3315.16,3,1,CMP0145
SCH003,2022-01-01 00:00:00,6,228,30,400.31,1,0,CMP0146
SCH003,2022-02-01 00:00:00,4,100,24,344.81,1,0,CMP0147
SCH003,2022-03-01 00:00:00,4,300,20,380.78,0,0,CMP0148
SCH003,2022-04-01 00:00:00,3,153,15,371.99,1,0,CMP0149
SCH003,2022-05-01 00:00:00,5,395,35,836.48,2,0,CMP0150
SCH003,2022-06-01 00:00:00,3,198,6,139.3,0,0,CMP0151
SCH003,2022-07-01 00:00:00,7,210,35,1425.81,1,0,CMP0152
SCH003,2022-08-01 00:00:00,1,56,3,35.86,0,0,CMP0153
SCH003,2022-09-01 00:00:00,6,312,42,1511.85,2,0,CMP0154
SCH003,2022-10-01 00:00:00,8,312,48,652.11,2,0,CMP0155
SCH003,2022-11-01 00:00:00,5,125,10,151.1,2,0,CMP0156
SCH003,2022-12-01 00:00:00,6,270,12,463.47,2,0,CMP0157
SCH003,2023-01-01 00:00:00,3,93,12,338.39,1,0,CMP0158
SCH003,2023-02-01 00:00:00,6,240,42,1809.51,2,0,CMP0159
SCH003,2023-03-01 00:00:00,5,305,25,885.28,1,0,CMP0160
SCH003,2023-04-01 00:00:00,8,424,16,364.06,2,1,CMP0161
SCH003,2023-05-01 00:00:00,6,318,36,721.49,2,0,CMP0162
SCH003,2023-06-01 00:00:00,4,220,20,570.4,0,0,CMP0163
SCH003,2023-07-01 00:00:00,7,287,35,1222.4,2,0,CMP0164
SCH003,2023-08-01 00:00:00,9,378,63,2024.34,2,0,CMP0165
SCH003,2023-09-01 00:00:00,3,210,12,358.76,1,0,CMP0166
SCH003,2023-10-01 00:00:00,3,207,6,179.51,0,0,CMP0167
SCH003,2023-11-01 00:00:00,5,365,20,650.05,1,0,CMP0168
SCH003,2023-12-01 00:00:00,2,116,10,305.78,0,0,CMP0169
SCH003,2024-01-01 00:00:00,5,185,10,326.36,1,0,CMP0170
SCH003,2024-02-01 00:00:00,3,84,9,160.06,1,0,CMP0171
SCH003,2024-03-01 00:00:00,5,305,25,1082.25,1,0,CMP0172
SCH003,2024-04-01 00:00:00,5,135,10,424.24,2,0,CMP0173
SCH003,2024-05-01 00:00:00,5,155,20,761.91,2,0,CMP0174
SCH003,2024-06-01 00:00:00,4,236,24,696.56,1,0,CMP0175
SCH003,2024-07-01 00:00:00,5,170,20,189.36,2,1,CMP0176
SCH003,2024-08-01 00:00:00,6,378,42,890.91,1,0,CMP0177
SCH003,2024-09-01 00:00:00,11,825,33,1129.9,2,0,CMP0178
SCH003,2024-10-01 00:00:00,5,160,15,464.03,0,0,CMP0179
SCH003,2024-11-01 00:00:00,3,135,15,281.53,0,0,CMP0180
SCH003,2024-12-01 00:00:00,1,37,4,96.34,0,0,CMP0181
SCH003,2025-01-01 00:00:00,5,280,10,109.15,1,0,CMP0182
SCH003,2025-02-01 00:00:00,5,290,35,323.44,0,0,CMP0183
SCH003,2025-03-01 00:00:00,3,234,9,118.05,0,0,CMP0184
SCH003,2025-04-01 00:00:00,4,168,24,798.45,1,0,CMP0185
SCH003,2025-05-01 00:00:00,5,175,35,1096.97,1,0,CMP0186
SCH003,2025-06-01 00:00:00,5,315,15,610.23,2,0,CMP0187
SCH003,2025-07-01 00:00:00,6,156,18,317.5,1,0,CMP0188
SCH003,2025-08-01 00:00:00,6,258,24,983.97,2,0,CMP0189
SCH003,2025-09-01 00:00:00,8,608,16,710.93,1,0,CMP0190
SCH003,2025-10-01 00:00:00,4,272,12,399.79,0,0,CMP0191
SCH003,2025-11-01 00:00:00,3,219,6,62.63,1,0,CMP0192
SCH003,2025-12-01 00:00:00,4,276,24,902.19,1,0,CMP0193
SCH003,2026-01-01 00:00:00,5,170,35,714.81,2,1,CMP0194
SCH003,2026-02-01 00:00:00,3,171,15,510.78,0,0,CMP0195
SCH003,2026-03-01 00:00:00,4,216,12,170.69,1,0,CMP0196
SCH003,2026-04-01 00:00:00,3,123,21,267.66,0,0,CMP0197
SCH003,2026-05-01 00:00:00,6,240,18,651.49,1,0,CMP0198
SCH003,2026-06-01 00:00:00,8,552,24,847.47,2,0,CMP0199
SCH003,2026-07-01 00:00:00,6,258,24,321.89,1,0,CMP0200
SCH004,2021-01-01 00:00:00,7,350,14,255.77,2,0,CMP0201
SCH004,2021-02-01 00:00:00,2,154,12,295.9,0,0,CMP0202
SCH004,2021-03-01 00:00:00,4,160,20,434.31,1,0,CMP0203
SCH004,2021-04-01 00:00:00,1,41,3,33.42,0,0,CMP0204
SCH004,2021-05-01 00:00:00,2,64,6,94.15,0,0,CMP0205
SCH004,2021-06-01 00:00:00,1,40,7,221.81,0,0,CMP0206
SCH004,2021-07-01 00:00:00,6,276,36,1527.32,2,0,CMP0207
SCH004,2021-08-01 00:00:00,9,576,36,791.82,2,0,CMP0208
SCH004,2021-09-01 00:00:00,1,69,5,178.7,0,0,CMP0209
SCH004,2021-10-01 00:00:00,5,215,35,568.97,1,0,CMP0210
SCH004,2021-11-01 00:00:00,5,180,15,420.42,1,0,CMP0211
SCH004,2021-12-01 00:00:00,10,240,50,1202.9,3,0,CMP0212
SCH004,2022-01-01 00:00:00,5,255,25,713.83,1,0,CMP0213
SCH004,2022-02-01 00:00:00,6,192,12,349.77,1,0,CMP0214
SCH004,2022-03-01 00:00:00,6,288,36,609.11,2,1,CMP0215
SCH004,2022-04-01 00:00:00,5,160,25,911.86,1,0,CMP0216
SCH004,2022-05-01 00:00:00,4,284,12,460.23,1,0,CMP0217
SCH004,2022-06-01 00:00:00,4,284,8,301.57,1,0,CMP0218
SCH004,2022-07-01 00:00:00,3,126,12,456.11,1,0,CMP0219
SCH004,2022-08-01 00:00:00,5,390,15,451.91,1,0,CMP0220
SCH004,2022-09-01 00:00:00,6,300,30,1219.85,1,0,CMP0221
SCH004,2022-10-01 00:00:00,3,219,21,386.22,0,0,CMP0222
SCH004,2022-11-01 00:00:00,7,175,42,584.39,2,0,CMP0223
SCH004,2022-12-01 00:00:00,1,29,6,81.83,0,0,CMP0224
SCH004,2023-01-01 00:00:00,6,198,18,685.26,2,0,CMP0225
SCH004,2023-02-01 00:00:00,10,690,30,647.36,2,1,CMP0226
SCH004,2023-03-01 00:00:00,4,276,8,290.5,1,0,CMP0227
SCH004,2023-04-01 00:00:00,7,539,14,417.35,3,1,CMP0228
SCH004,2023-05-01 00:00:00,2,44,6,257.31,0,0,CMP0229
SCH004,2023-06-01 00:00:00,4,288,8,95.58,1,0,CMP0230
SCH004,2023-07-01 00:00:00,6,150,12,146.79,1,0,CMP0231
SCH004,2023-08-01 00:00:00,2,130,4,114.65,0,0,CMP0232
SCH004,2023-09-01 00:00:00,4,252,8,110.28,0,0,CMP0233
SCH004,2023-10-01 00:00:00,5,245,20,297.46,1,0,CMP0234
SCH004,2023-11-01 00:00:00,7,231,35,1425.21,2,0,CMP0235
SCH004,2023-12-01 00:00:00,6,402,18,154.6,1,0,CMP0236
SCH004,2024-01-01 00:00:00,6,270,24,797.28,2,0,CMP0237
SCH004,2024-02-01 00:00:00,6,390,42,1697.9,1,0,CMP0238
SCH004,2024-03-01 00:00:00,3,150,15,661.79,1,0,CMP0239
SCH004,2024-04-01 00:00:00,3,138,12,402.37,1,0,CMP0240
SCH004,2024-05-01 00:00:00,4,116,28,636.89,1,0,CMP0241
SCH004,2024-06-01 00:00:00,2,80,12,393.66,0,0,CMP0242
SCH004,2024-07-01 00:00:00,12,312,84,2409.74,3,0,CMP0243
SCH004,2024-08-01 00:00:00,4,128,12,335.58,1,0,CMP0244
SCH004,2024-09-01 00:00:00,3,159,15,253.84,1,0,CMP0245
SCH004,2024-10-01 00:00:00,4,104,12,210.31,1,0,CMP0246
SCH004,2024-11-01 00:00:00,3,228,18,346.55,1,0,CMP0247
SCH004,2024-12-01 00:00:00,5,125,10,444.95,1,0,CMP0248
SCH004,2025-01-01 00:00:00,5,135,10,358.29,1,0,CMP0249
SCH004,2025-02-01 00:00:00,2,74,8,330.08,0,0,CMP0250
SCH004,2025-03-01 00:00:00,4,176,28,233.99,1,0,CMP0251
SCH004,2025-04-01 00:00:00,5,370,10,282.23,1,0,CMP0252
SCH004,2025-05-01 00:00:00,7,203,49,1837.69,1,0,CMP0253
SCH004,2025-06-01 00:00:00,5,365,25,583.47,1,0,CMP0254
SCH004,2025-07-01 00:00:00,4,260,20,862.92,1,0,CMP0255
SCH004,2025-08-01 00:00:00,6,354,12,290.38,2,0,CMP0256
SCH004,2025-09-01 00:00:00,4,312,24,1047.51,1,0,CMP0257
SCH004,2025-10-01 00:00:00,2,64,14,250.11,0,0,CMP0258
SCH004,2025-11-01 00:00:00,6,258,42,1521.38,1,0,CMP0259
SCH004,2025-12-01 00:00:00,5,225,35,555.32,2,0,CMP0260
SCH004,2026-01-01 00:00:00,4,200,16,390.08,1,0,CMP0261
SCH004,2026-02-01 00:00:00,5,120,10,398.51,1,0,CMP0262
SCH004,2026-03-01 00:00:00,3,153,12,308.75,1,0,CMP0263
SCH004,2026-04-01 00:00:00,10,740,70,1622.41,3,1,CMP0264
SCH004,2026-05-01 00:00:00,4,88,8,110.4,0,0,CMP0265
SCH004,2026-06-01 00:00:00,2,124,14,609.86,0,0,CMP0266
SCH004,2026-07-01 00:00:00,2,146,14,175.32,0,0,CMP0267
SCH005,2021-01-01 00:00:00,4,88,28,482.51,1,0,CMP0268
SCH005,2021-02-01 00:00:00,3,93,18,246.16,1,0,CMP0269
SCH005,2021-04-01 00:00:00,3,81,18,424.1,0,0,CMP0270
SCH005,2021-05-01 00:00:00,4,96,12,165.86,1,0,CMP0271
SCH005,2021-06-01 00:00:00,6,288,30,750.32,1,0,CMP0272
SCH005,2021-07-01 00:00:00,5,385,35,510.66,2,0,CMP0273
SCH005,2021-08-01 00:00:00,4,100,12,357.32,1,0,CMP0274
SCH005,2021-09-01 00:00:00,2,84,8,175.16,0,0,CMP0275
SCH005,2021-10-01 00:00:00,6,180,42,1734.23,2,0,CMP0276
SCH005,2021-11-01 00:00:00,3,192,21,325.25,1,0,CMP0277
SCH005,2021-12-01 00:00:00,8,448,24,330.15,3,0,CMP0278
SCH005,2022-01-01 00:00:00,5,355,30,1033.13,1,0,CMP0279
SCH005,2022-02-01 00:00:00,3,210,12,417.15,0,0,CMP0280
SCH005,2022-03-01 00:00:00,5,185,20,875.15,2,0,CMP0281
SCH005,2022-04-01 00:00:00,4,316,16,413.84,1,0,CMP0282
SCH005,2022-05-01 00:00:00,6,330,12,249.76,2,0,CMP0283
SCH005,2022-06-01 00:00:00,5,190,20,189.94,1,0,CMP0284
SCH005,2022-07-01 00:00:00,1,35,3,60.29,0,0,CMP0285
SCH005,2022-08-01 00:00:00,6,354,36,1192.07,2,0,CMP0286
SCH005,2022-09-01 00:00:00,1,75,7,142.69,0,0,CMP0287
SCH005,2022-10-01 00:00:00,4,264,16,618.59,0,0,CMP0288
SCH005,2022-11-01 00:00:00,3,171,9,294.73,0,0,CMP0289
SCH005,2022-12-01 00:00:00,7,294,28,393.99,2,0,CMP0290
SCH005,2023-01-01 00:00:00,5,305,35,1291.24,1,0,CMP0291
SCH005,2023-02-01 00:00:00,4,312,8,290.33,1,0,CMP0292
SCH005,2023-03-01 00:00:00,2,72,10,232.38,0,0,CMP0293
SCH005,2023-04-01 00:00:00,3,63,12,530.89,1,0,CMP0294
SCH005,2023-05-01 00:00:00,5,115,30,450.57,1,0,CMP0295
SCH005,2023-06-01 00:00:00,3,213,18,191.89,0,0,CMP0296
SCH005,2023-07-01 00:00:00,7,210,35,1415.51,3,0,CMP0297
SCH005,2023-08-01 00:00:00,3,87,6,102.1,0,0,CMP0298
SCH005,2023-09-01 00:00:00,4,168,24,669.33,1,0,CMP0299
SCH005,2023-10-01 00:00:00,8,200,24,648.4,2,0,CMP0300
SCH005,2023-11-01 00:00:00,3,183,12,231.84,0,0,CMP0001
SCH005,2023-12-01 00:00:00,1,21,5,169.9,0,0,CMP0002
SCH005,2024-01-01 00:00:00,5,380,25,243.67,1,0,CMP0003
SCH005,2024-02-01 00:00:00,4,176,16,381.95,1,0,CMP0004
SCH005,2024-03-01 00:00:00,2,102,6,237.69,0,0,CMP0005
SCH005,2024-04-01 00:00:00,10,330,60,586.46,1,0,CMP0006
SCH005,2024-05-01 00:00:00,3,99,15,625,1,0,CMP0007
SCH005,2024-06-01 00:00:00,5,310,10,405.78,1,0,CMP0008
SCH005,2024-07-01 00:00:00,5,280,25,862.73,1,0,CMP0009
SCH005,2024-08-01 00:00:00,6,294,42,1507.79,1,0,CMP0010
SCH005,2024-09-01 00:00:00,1,75,7,282.67,0,0,CMP0011
SCH005,2024-10-01 00:00:00,11,352,33,509.28,4,0,CMP0012
SCH005,2024-11-01 00:00:00,6,228,42,380.82,1,0,CMP0013
SCH005,2024-12-01 00:00:00,6,126,12,464.45,1,0,CMP0014
SCH005,2025-01-01 00:00:00,5,270,35,1164.44,1,0,CMP0015
SCH005,2025-02-01 00:00:00,5,180,25,544.58,0,0,CMP0016
SCH005,2025-03-01 00:00:00,5,290,30,817.98,1,0,CMP0017
SCH005,2025-04-01 00:00:00,6,204,36,1379.64,1,0,CMP0018
SCH005,2025-05-01 00:00:00,6,318,12,536.95,2,0,CMP0019
SCH005,2025-06-01 00:00:00,3,216,15,631.68,0,0,CMP0020
SCH005,2025-07-01 00:00:00,7,238,35,287.33,1,0,CMP0021
SCH005,2025-08-01 00:00:00,5,390,35,1272.5,1,0,CMP0022
SCH005,2025-09-01 00:00:00,3,225,9,391.16,1,0,CMP0023
SCH005,2025-10-01 00:00:00,6,414,18,253.68,2,1,CMP0024
SCH005,2025-11-01 00:00:00,5,390,35,387.34,1,0,CMP0025
SCH005,2025-12-01 00:00:00,3,123,15,263.13,0,0,CMP0026
SCH005,2026-01-01 00:00:00,7,399,42,875.85,2,0,CMP0027
SCH005,2026-02-01 00:00:00,5,280,10,352.16,1,0,CMP0028
SCH005,2026-03-01 00:00:00,4,260,20,752.26,0,0,CMP0029
SCH005,2026-04-01 00:00:00,2,86,6,166.29,0,0,CMP0030
SCH005,2026-05-01 00:00:00,2,126,8,247.06,0,0,CMP0031
SCH005,2026-06-01 00:00:00,4,132,8,107.48,0,0,CMP0032
SCH005,2026-07-01 00:00:00,7,154,42,606.78,3,0,CMP0033
SCH006,2021-01-01 00:00:00,2,102,8,76.15,0,0,CMP0034
SCH006,2021-02-01 00:00:00,3,144,15,648.26,0,0,CMP0035
SCH006,2021-03-01 00:00:00,6,210,18,525.33,1,0,CMP0036
SCH006,2021-04-01 00:00:00,4,232,24,929.81,1,0,CMP0037
SCH006,2021-05-01 00:00:00,4,232,16,651.94,1,0,CMP0038
SCH006,2021-06-01 00:00:00,6,384,42,1178.48,1,0,CMP0039
SCH006,2021-07-01 00:00:00,4,272,16,155.97,0,0,CMP0040
SCH006,2021-08-01 00:00:00,5,290,10,102.84,0,0,CMP0041
SCH006,2021-09-01 00:00:00,4,172,12,369.87,0,0,CMP0042
SCH006,2021-10-01 00:00:00,2,90,14,616.39,0,0,CMP0043
SCH006,2021-11-01 00:00:00,4,164,12,379.28,0,0,CMP0044
SCH006,2021-12-01 00:00:00,1,58,6,85.28,0,0,CMP0045
SCH006,2022-01-01 00:00:00,3,72,6,247.1,0,0,CMP0046
SCH006,2022-02-01 00:00:00,3,210,21,517.65,0,0,CMP0047
SCH006,2022-03-01 00:00:00,7,210,28,828.91,1,0,CMP0048
SCH006,2022-04-01 00:00:00,7,252,21,767.52,1,0,CMP0049
SCH006,2022-05-01 00:00:00,2,44,6,65.74,0,0,CMP0050
SCH006,2022-06-01 00:00:00,7,364,49,1397.53,1,0,CMP0051
SCH006,2022-07-01 00:00:00,4,104,24,516.55,1,0,CMP0052
SCH006,2022-08-01 00:00:00,5,265,20,502.47,1,0,CMP0053
SCH006,2022-09-01 00:00:00,5,300,25,613.29,1,0,CMP0054
SCH006,2022-10-01 00:00:00,5,155,20,578.51,1,0,CMP0055
SCH006,2022-11-01 00:00:00,6,300,24,997.24,1,0,CMP0056
SCH006,2022-12-01 00:00:00,8,616,32,1096.97,3,0,CMP0057
SCH006,2023-01-01 00:00:00,3,189,9,305.74,1,0,CMP0058
SCH006,2023-02-01 00:00:00,4,156,12,155.71,1,0,CMP0059
SCH006,2023-03-01 00:00:00,13,702,78,2867.18,5,1,CMP0060
SCH006,2023-04-01 00:00:00,7,308,42,1054.99,2,0,CMP0061
SCH006,2023-05-01 00:00:00,8,424,48,628.45,3,1,CMP0062
SCH006,2023-06-01 00:00:00,5,145,25,453.71,1,0,CMP0063
SCH006,2023-07-01 00:00:00,2,130,4,36.49,0,0,CMP0064
SCH006,2023-08-01 00:00:00,7,196,28,535.17,2,0,CMP0065
